30000 30000
578 25423 -73
579 6573 70
579 8747 -38
580 11496 -90
580 24338 -88
580 28148 -94
580 29626 -40
581 2281 -41
581 14868 50
581 25018 5
581 26990 -86
582 3151 -24
582 15174 -52
583 1334 95
583 3978 18
583 11833 62
583 27162 -27
583 27281 88
584 3607 -3
584 5231 -33
584 8616 -89
584 12284 27
584 15804 -5
584 26676 -52
585 17549 54
585 18333 27
585 25622 91
585 26494 -40
586 14705 -65
586 20707 -90
586 22039 -85
587 437 33
587 2672 2
587 2869 9
587 13787 -90
587 14591 -13
587 27896 -5
588 7403 85
588 10708 -10
588 24022 30
588 25277 73
588 25768 93
589 1629 100
589 3092 35
589 17497 22
589 26860 -75
590 19924 -47
591 843 17
591 14570 75
591 17809 44
591 23663 21
592 2011 -91
592 2077 -87
592 4377 19
592 7055 -23
592 9126 -9
592 14700 -56
592 21278 -32
593 28372 34
594 3040 -77
594 22126 -74
595 7656 -43
595 10974 -92
595 18719 -92
596 12417 3
596 18950 50
597 7527 -35
597 9852 97
598 714 -80
598 905 72
598 5574 -92
598 8449 28
598 8996 -59
598 12654 25
598 18789 8
598 22219 -84
598 23745 12
599 8063 -37
599 8365 10
599 11978 -32
599 18582 -83
600 19287 15
600 22154 -20
600 23163 5
600 25617 18
601 14650 88
601 23015 49
601 23907 -43
601 25318 -90
601 27581 -10
602 9544 -27
602 12607 73
602 26103 29
604 6771 -85
604 18267 8
604 21710 -72
605 9179 63
605 29126 -5
606 1258 63
606 1322 -26
606 6888 49
606 12726 -11
606 13554 85
606 14663 66
607 8559 45
607 9711 81
607 12996 -94
608 5976 66
608 9025 -30
608 17522 -91
609 422 42
609 1426 9
609 11707 -92
609 23072 -10
609 25370 6
610 5722 82
610 7978 -39
610 16918 77
610 20966 29
610 26280 -42
611 23811 15
612 8732 45
613 15205 -7
613 21311 -97
614 1759 7
615 3055 -53
615 17257 40
615 21749 -68
615 29714 -77
616 5433 55
616 13728 -31
617 776 97
617 5802 -24
617 6601 -78
617 7790 10
617 8957 57
617 10620 90
617 20860 79
618 12846 93
618 14922 -54
618 15566 -7
618 22857 25
619 24904 6
620 6676 14
620 11099 -13
620 12191 -14
620 25951 -7
621 3334 -22
621 10266 44
621 11776 45
621 14031 -21
621 16456 -11
621 26492 -44
622 2906 -39
622 21347 -74
622 27859 -54
623 13316 -31
623 22893 65
623 23471 -34
624 1890 -83
624 10822 20
624 10998 -52
624 15878 -92
624 25347 -25
624 28868 -43
624 29203 -15
625 3203 -21
625 6255 -68
625 22370 -65
625 23832 -97
626 9832 49
626 28451 -22
626 29954 16
627 1026 -61
627 7813 -77
627 20453 -93
628 2383 -71
628 15985 -34
628 17884 63
628 24452 -42
629 7549 -9
629 19099 -83
629 24399 -63
629 28880 -41
630 12731 7
630 19044 27
631 6440 -19
631 13291 -75
631 15113 -80
632 6317 77
632 27382 -43
632 27384 14
633 4915 -86
633 6443 -58
633 9598 74
633 10918 -29
633 12218 -65
633 12794 -65
633 16634 100
633 21393 -62
634 10060 -10
634 12706 -26
634 27912 -94
635 11825 66
635 22881 95
635 29604 2
636 1902 99
636 2791 35
636 12600 -49
636 21994 -89
636 24785 -45
637 182 85
637 2134 -6
637 9119 88
637 23995 62
638 1218 14
638 12521 64
639 14150 51
639 29096 99
640 1492 -26
640 7217 75
640 12025 -3
640 19841 -68
640 21783 -70
641 3917 71
641 28305 -48
642 8500 58
642 12695 -54
643 1145 -76
643 1285 -4
644 11152 -25
644 20241 -18
644 21398 -61
644 28058 59
645 497 -5
645 9879 82
645 12633 40
645 18500 -95
645 29736 52
646 3862 10
646 6659 -54
646 15289 52
647 2775 5
647 2929 39
647 10219 58
647 26185 -14
647 26332 26
648 9336 91
648 21502 -34
648 22121 68
648 26181 -89
648 28537 67
649 10457 31
650 23650 -35
650 27326 -5
650 29693 -95
651 7026 -71
651 14137 25
651 20244 8
651 20438 -99
651 23813 -41
652 10057 26
652 15173 52
653 18277 86
653 21411 91
654 6433 -10
654 7968 -26
654 14674 -56
654 15350 12
654 28363 26
655 8435 -15
655 10733 69
655 18527 -72
655 25483 -74
655 26544 -94
655 26683 77
656 8238 23
656 11003 95
656 11236 -87
656 11620 -9
657 25313 -71
658 18731 -78
658 24042 40
658 24728 -39
660 12015 -37
660 22529 -54
661 1777 -79
661 5614 69
661 10355 -73
661 22777 -100
661 24836 74
662 5556 4
662 7712 -72
662 22390 -34
662 25892 -12
662 26231 45
663 9167 -91
663 16769 89
663 17195 -15
663 29030 64
664 1364 -91
664 12078 -71
664 24174 34
664 27348 82
665 17525 13
666 2721 38
666 21625 -100
666 25766 -30
667 3834 17
667 18987 66
667 22669 -96
668 4881 50
669 828 23
669 8943 -73
670 3253 -88
670 13823 20
670 14820 4
670 20667 -61
671 1528 -84
671 3065 -51
672 5161 7
672 12589 -83
672 24834 90
673 9541 16
673 11933 -38
673 18516 -88
673 27277 100
674 29432 97
675 7240 -6
675 8702 84
675 10670 62
675 18151 20
675 28305 -12
676 11640 72
676 13379 16
676 23289 27
677 11687 89
677 16627 53
677 18646 52
678 132 81
678 4234 -79
678 5256 68
678 16620 98
678 27971 58
679 2552 45
679 6649 61
679 10893 14
679 25752 -30
679 28537 -53
679 29122 1
679 29749 -68
680 11084 -48
680 11987 31
680 17344 -54
680 17806 32
680 23835 5
680 25170 5
680 25994 26
681 1998 -15
681 5237 65
681 29617 67
682 4289 34
682 13319 -24
682 14648 23
682 20482 -57
683 3365 82
683 4664 45
683 10177 52
683 15224 85
683 17743 32
683 27026 26
683 27105 17
684 2368 -41
684 18178 79
684 28204 -24
685 5464 -25
685 15895 -68
685 19236 49
685 29573 -63
686 9356 -64
686 18874 60
686 20098 -53
686 23421 -76
687 4537 -52
687 4893 1
687 9606 98
687 13723 -33
688 4444 24
688 17697 -75
688 23696 20
689 11402 -5
690 6886 95
690 27793 -74
690 28039 -74
691 1710 -17
691 16236 99
691 20643 -95
692 1080 96
692 7393 -59
692 8975 -13
692 15353 -96
692 25782 -48
692 27429 44
692 28924 1
692 29664 -49
692 29872 -55
693 949 57
693 1979 63
693 3718 -85
693 4787 1
693 5735 -92
693 17090 64
693 22130 -35
693 25086 79
693 28632 -52
694 2509 -25
694 11829 -18
694 13761 39
695 29266 -48
696 1291 63
696 1720 100
696 27928 9
697 3243 -63
697 6284 -5
697 6796 58
697 28934 -33
698 1179 -62
698 8144 32
698 10130 76
698 25634 56
699 3412 -7
699 14575 88
699 15491 17
699 17612 36
699 21353 61
699 27126 69
699 29907 88
700 188 -83
700 4503 -80
700 10217 -94
701 6105 12
701 10010 20
701 12602 -92
701 16379 -1
703 1627 25
703 10246 -53
704 1311 65
704 7530 -84
705 11674 -17
705 13427 -5
705 16281 -100
707 21084 69
708 10976 4
709 3604 -91
709 14983 37
709 20896 70
709 21667 -79
710 1946 -52
710 3357 9
710 9760 -2
711 4550 28
711 17776 86
712 13832 18
713 10896 5
713 26636 -63
714 2727 -40
714 9121 3
714 19454 -20
714 21213 31
715 16633 -45
715 19071 10
716 8382 -12
716 16901 73
716 17122 -3
716 17449 -23
716 29847 62
717 8493 37
717 17723 -12
717 19599 -9
718 13677 -1
718 20127 58
718 24972 -76
718 29645 -89
719 6879 73
719 10094 58
720 7136 79
720 25035 -84
720 25460 50
721 10841 -58
721 13944 -8
721 15124 -18
721 17164 -9
721 22530 -28
722 9827 44
722 12539 -78
723 7479 93
723 11606 -94
723 25811 13
723 28399 31
724 14165 86
725 1547 -26
725 9450 17
725 22877 61
726 6418 36
726 26439 -76
727 4305 81
727 13482 55
727 16431 -94
727 23280 -3
727 24031 -51
727 26478 -9
728 14400 -94
728 20133 -12
728 25627 -62
729 6562 -7
729 10621 -31
729 27518 -42
731 5590 -28
731 9890 72
732 6394 31
732 26971 -30
733 10682 8
734 876 -21
734 27885 -11
735 20943 92
736 6741 99
736 28994 23
736 29069 3
737 479 20
737 11965 100
737 15360 -40
737 16373 -47
737 19938 55
737 21116 -5
738 2341 8
738 4077 12
738 11269 -56
738 20897 -35
738 26335 -59
738 28289 10
738 28378 -99
739 9861 -65
739 13243 -88
739 14465 14
739 25782 11
739 26405 -6
739 28517 28
740 4198 44
740 18499 -44
740 29191 -87
741 6910 73
741 7665 82
741 8297 -91
741 12733 82
741 16156 -38
741 18940 -43
741 24143 -24
742 3648 27
742 15126 -97
742 21580 -49
742 24846 61
743 10311 -43
743 25743 -91
744 8137 24
744 21299 -29
744 28515 31
745 11904 39
745 20711 -10
745 23574 91
746 231 -48
746 20729 90
747 15080 80
748 2408 32
748 4160 -72
748 12688 49
748 19054 80
748 26581 9
748 28806 -72
749 2305 -28
750 348 -19
750 6836 -68
750 21411 97
750 25619 -47
750 28871 -52
752 207 -23
752 6672 -72
752 25089 55
753 1884 -67
753 7049 -88
753 15614 -62
753 18052 -100
753 20627 -34
755 2380 16
755 23103 13
755 23655 -90
755 28340 21
756 1901 82
756 13090 -15
756 18081 65
756 18367 -63
757 10079 -70
758 9471 15
758 28381 12
759 3430 -33
759 5408 92
759 5432 5
759 21944 10
760 1964 86
760 24501 -15
761 436 65
761 9583 -68
761 18826 -52
761 26617 92
761 27686 41
762 6767 99
762 7562 -48
762 8141 80
762 19445 -13
762 24281 32
762 29114 65
763 10767 4
763 10893 60
763 29597 -81
764 8429 28
764 9709 -68
764 14458 -71
765 4467 -91
765 7699 94
765 19324 3
766 13379 89
766 16571 87
766 22273 76
766 26994 -86
767 1073 63
767 7616 43
767 7988 -76
767 11582 42
767 15088 42
767 24451 48
768 225 -10
768 3972 -4
768 5059 81
769 923 81
769 1861 -33
769 4871 -43
770 4108 -7
770 10261 11
771 5923 -46
771 10679 -50
772 7806 24
772 11782 -57
772 14623 54
772 28377 -64
772 29761 22
773 17545 39
773 23024 -10
774 2364 100
774 6618 37
774 11367 -20
774 26804 54
775 2194 78
775 10953 76
775 11835 -89
775 20691 -69
775 24595 1
775 25867 49
776 14041 31
777 3520 -99
777 7304 -12
778 314 -1
778 2547 -25
779 1147 -75
779 4069 9
779 20920 22
779 25788 71
780 2282 85
780 11185 -77
780 17342 43
780 23659 22
780 25976 37
781 17190 27
782 17476 -39
782 20613 -5
783 2995 27
783 5680 -48
783 10088 -62
783 18379 48
783 18519 -17
784 1473 72
784 13677 99
784 18406 58
784 29367 16
785 1941 -60
785 6053 -95
785 10858 -87
785 11467 96
785 19451 -27
785 24284 25
785 27613 -92
785 28266 58
786 13260 -64
786 19000 29
786 23619 -85
786 28000 2
787 9808 81
787 13521 35
787 19835 -35
787 22128 -71
787 23228 -34
787 29772 -97
788 9453 -56
788 13817 15
788 24373 97
788 25258 -42
789 14457 18
789 26252 35
789 29919 90
790 49 -17
790 2208 -7
790 9045 99
790 27386 -28
791 2950 75
791 4877 69
791 9225 -32
791 11985 88
791 20347 -60
791 26045 -2
792 18699 75
792 20013 -9
792 22845 -5
793 13421 -73
793 22992 -14
795 4114 -84
795 12845 12
795 17963 -62
796 3957 -21
796 6141 32
796 27950 45
797 1727 -86
797 21313 50
797 24255 41
797 24577 36
797 29050 -12
798 20150 84
798 26833 75
799 1346 35
799 2424 -6
799 7950 -51
799 9449 -83
799 22955 -25
800 428 -29
800 6184 65
800 24954 41
800 29168 -58
800 29230 -89
801 2539 61
801 4386 88
801 22266 20
801 22596 94
802 7267 -85
802 13330 -95
802 25012 -16
802 26596 47
803 13111 51
803 13877 -87
803 15099 -61
804 4412 -44
804 9465 56
804 20815 -4
804 21163 20
805 18705 -71
805 22800 -52
806 25572 89
807 2833 4
808 1192 26
808 3944 47
808 19006 -18
809 13129 55
810 13627 23
810 19995 -17
811 7336 1
811 24790 -17
812 169 -50
812 2283 -58
812 8867 76
813 21450 -62
814 8398 86
814 11242 -57
815 394 -27
815 6749 82
815 21013 96
815 23794 67
815 25637 10
816 6888 -82
816 11685 76
816 14328 28
816 27704 85
817 3228 49
818 138 -93
818 1264 -82
818 6750 60
819 4576 -49
819 12610 27
819 22155 -63
820 6953 97
821 13891 -25
821 17487 -16
821 21749 -44
821 22377 -35
821 25150 95
821 25570 57
821 27204 64
821 27260 -4
822 13474 -50
822 19407 32
822 26876 30
822 28978 5
823 24856 -78
823 25867 13
824 4945 53
825 1074 70
825 1740 -27
825 3135 -50
825 13718 61
825 16301 -60
825 24056 -17
826 868 56
826 9506 -97
826 24606 -81
826 25646 -65
827 1038 50
827 4117 21
827 10405 -53
827 11275 -91
827 15955 -52
827 19494 -69
828 14045 -93
828 18647 -68
828 25824 -97
829 9065 -2
829 10868 96
829 11348 11
829 14938 -33
829 23151 72
830 6919 26
830 24158 -52
831 9393 -26
831 22980 7
832 6172 52
832 13697 -29
833 11779 -23
833 13151 81
833 15571 53
834 8861 -2
835 2553 -98
835 4496 -93
835 21715 -78
835 28132 -28
836 3855 65
836 6026 -30
836 14524 29
837 2008 -100
837 8932 -53
837 12109 14
837 29434 5
837 29438 -3
838 6940 29
838 22640 72
839 6335 -21
839 13946 -88
839 25742 17
840 3669 93
840 3704 -78
840 10533 98
840 27410 46
841 6342 2
841 18064 86
841 19279 89
841 20015 30
841 21555 -74
841 21865 -21
842 9054 -37
842 22917 62
842 24446 24
843 17047 -19
843 28630 85
844 16810 28
844 17913 -99
845 4893 95
845 17682 59
846 13679 -36
846 14546 7
846 15481 -37
847 633 -40
847 8632 -86
847 14141 -89
847 26249 73
848 2000 -40
848 4789 -27
848 8380 -5
848 14804 74
848 18068 57
849 14540 -78
850 8399 -33
851 7265 -1
851 13042 30
851 13071 14
851 21977 -17
852 85 -73
852 7859 -4
852 15101 -30
852 20123 -79
852 24010 6
853 14078 -46
853 19788 18
853 28403 93
853 28933 -60
854 4925 50
854 25443 90
855 11118 -59
855 11203 -42
855 17625 -1
855 23138 27
856 6940 -28
856 12997 1
856 16361 74
856 17248 -65
857 9767 68
857 12899 3
857 15182 -76
857 19017 -27
857 22046 -25
857 22612 72
858 7230 -47
858 20188 -76
858 25553 5
859 2510 -64
859 9714 65
859 9972 -91
859 13546 48
859 15419 90
860 12353 93
860 13402 31
860 15034 39
861 14058 -80
861 20772 84
861 24393 -91
861 24948 -91
862 766 -24
862 7024 63
862 13153 -81
862 14522 -58
862 20670 92
862 21988 86
862 24809 78
863 3489 84
863 26375 84
863 29562 40
864 6094 -68
864 13510 69
865 25243 -63
866 5907 -69
866 15109 -68
866 21877 -24
866 25050 -61
867 1995 -13
867 25237 -57
867 29300 -8
868 4391 39
868 5171 -53
868 5735 -44
868 7918 98
868 12403 -26
868 13911 1
868 14581 -68
868 25550 -33
868 28341 -25
869 4215 -41
869 19473 -84
870 13445 23
871 4650 -54
871 11182 79
871 12230 -26
871 17761 100
871 19315 59
871 25512 39
871 29230 18
872 1319 89
872 2692 41
872 12853 -37
872 15589 -79
873 10842 87
873 13449 -9
873 13812 2
873 13955 -25
874 12147 -5
874 14680 -66
874 25146 -4
875 8012 -17
875 17178 -37
875 20211 -31
875 22915 73
875 27934 71
876 414 30
876 7646 18
876 12927 -22
876 22671 -81
876 29355 95
877 751 38
877 3587 79
877 8831 -75
877 13351 82
877 19232 24
877 28936 -94
877 29709 4
878 10656 40
878 14693 -42
878 17756 62
878 22161 89
879 22858 -97
879 29331 -17
880 1924 42
880 6888 67
880 22148 78
880 22394 10
880 23456 -6
880 25124 -23
880 26737 -96
881 7855 97
881 20382 92
882 2404 20
882 9675 73
882 10381 56
882 11166 -48
883 6217 -11
883 25018 -92
884 11035 79
884 14031 31
885 15605 10
885 16819 -98
885 17850 -24
885 24615 -41
885 27721 -55
886 13287 -69
886 23594 26
887 5625 55
887 10163 -9
887 17500 36
888 10083 37
888 14116 -43
888 17073 -55
888 29361 78
889 2513 -34
889 22143 -54
890 356 91
890 687 -7
890 2113 -35
890 2424 -55
890 17089 42
890 28346 -22
891 1944 -28
891 9042 21
892 9782 -60
892 29701 40
893 1592 90
893 7834 -62
893 14228 65
893 18518 21
893 23156 1
894 690 -57
894 4829 -68
894 6099 87
895 23820 -56
896 4751 -65
896 14334 48
896 23618 30
897 16339 30
898 9136 -48
898 10036 -92
898 28172 87
899 879 -59
899 7905 -57
899 13453 -46
899 20162 100
900 7773 -12
900 25504 -20
900 26876 -64
900 27775 94
901 402 -81
901 15673 67
901 20932 52
901 27576 -4
902 3990 -35
903 1926 66
903 4774 -23
903 7019 18
903 16254 -13
903 18927 95
903 19121 -32
903 27544 -64
904 672 -6
904 6557 -90
904 11182 19
904 21363 -43
905 8138 43
905 9477 -72
906 7259 89
906 9194 33
906 9527 74
906 11031 68
906 23549 -95
907 1815 44
907 29274 -44
908 4853 17
908 6867 -42
908 13658 -40
909 3935 83
909 13011 53
909 25055 -5
910 21731 93
910 27061 45
911 894 87
911 18916 84
912 1352 34
912 7937 63
912 19928 -66
912 24832 27
913 1309 -33
913 9304 -63
913 22760 79
914 7851 -71
914 9170 -44
914 9350 58
914 17246 -96
915 568 66
915 3204 7
915 24744 -52
916 7016 -22
916 10635 -62
916 25500 -55
917 1089 -10
917 2946 65
917 7171 12
917 21064 91
917 25742 60
918 7547 -11
919 649 49
919 3195 93
920 14870 16
920 15539 35
920 19316 -58
920 19501 -80
921 4378 7
921 23794 -77
921 24384 -14
921 25688 10
922 16762 94
923 6457 -97
923 11657 -60
923 11990 -71
923 14733 -52
923 20439 10
923 27373 42
924 11077 45
924 26804 -11
925 14365 23
926 3146 -66
926 11526 -5
926 14495 66
926 17921 -28
926 18470 11
926 27488 -77
927 396 -63
927 9884 82
927 16163 1
928 7161 84
928 13489 83
928 26620 40
930 4988 -60
930 5708 -61
930 7602 23
931 3065 24
931 13542 -53
931 28291 -27
931 28306 -89
931 29349 -82
932 16532 25
932 28978 -97
933 3830 37
933 21103 -13
934 5886 -57
934 13658 -80
934 13877 80
934 26879 -24
935 17890 35
935 21613 10
935 24312 -84
936 665 -41
936 6498 -4
937 8372 -62
937 26075 -20
937 27705 -47
938 11284 -2
938 23840 -69
938 23873 -41
939 2505 -3
939 8368 -82
939 12722 39
939 19706 -86
939 24271 -69
939 28916 -69
940 5402 -91
940 9375 -78
940 23681 -56
940 29776 -60
942 10323 63
942 11777 77
942 20728 60
942 27790 -47
942 29678 -88
943 18221 26
944 10731 -65
944 13584 -10
944 23767 -36
945 17361 -40
945 21605 -61
945 22557 58
945 25861 -18
946 1273 -26
946 5949 4
946 9595 -27
946 28102 -87
948 20402 -77
948 22968 -41
949 19740 66
950 3391 89
950 3817 28
950 13702 -74
950 16013 34
950 16611 -9
951 9202 44
951 16482 32
952 841 34
952 5732 86
952 9500 -28
952 23721 27
952 25042 -71
952 28859 51
953 141 55
953 15150 57
953 19221 80
954 21071 1
954 22737 -61
955 8524 54
955 23831 -99
955 24762 12
955 28483 -79
956 2406 64
956 3684 -61
956 9526 -39
956 11822 -96
956 13722 22
956 13724 -9
956 27546 98
957 3594 14
957 18050 -18
957 21671 37
958 11847 2
958 15809 38
959 78 26
959 6479 -17
959 13927 9
959 17358 -23
959 18838 -46
959 23028 -65
959 26682 -74
960 19921 -14
960 21519 -81
960 29333 92
961 20454 -41
962 5286 55
962 20663 100
962 22015 71
963 5154 35
963 8766 44
963 13606 -97
963 22597 91
964 1278 -46
964 16941 -65
964 20009 -15
964 27309 -2
965 6536 -12
965 16014 8
965 27546 12
966 5365 91
966 14657 -35
966 21776 -53
966 26282 26
966 27453 -75
967 4901 67
967 13302 -51
967 26754 -77
967 28052 -36
968 8939 -13
968 12935 -56
968 13842 -57
968 15932 91
968 28898 -85
969 8895 83
969 11994 39
969 22629 82
969 25079 -18
970 514 -32
970 7259 -65
970 25451 -58
970 25864 18
971 350 -13
971 13874 -10
971 15167 58
972 5249 76
972 18239 62
972 20775 -96
973 424 61
973 3796 13
973 13787 -7
974 3146 96
974 9050 65
974 10920 17
974 12415 44
974 14975 3
974 15369 29
975 1220 37
975 17040 -85
975 17535 -39
976 205 -80
976 3875 72
976 6860 -54
977 12097 -96
977 21315 65
978 350 -58
978 14755 -26
979 1679 -96
979 14414 -11
979 19840 -1
979 24356 46
980 4062 -42
980 19742 58
981 2603 85
981 3256 34
981 4425 71
981 20689 -13
982 6778 -76
983 5355 12
983 7101 48
983 16656 -62
984 1587 62
984 16608 82
985 4385 18
985 9767 -28
985 17155 -66
985 17781 84
985 21768 22
985 29573 -65
986 1227 -56
986 13270 -1
986 24498 -34
987 1693 68
987 9884 16
987 13505 34
987 15544 6
987 22336 -18
988 7988 -26
988 10678 -63
988 15464 -38
988 23598 40
989 419 -62
989 19215 -34
989 21329 -68
989 22614 -36
989 24610 -35
989 25981 -7
989 26744 56
990 5602 -37
990 12656 92
990 16128 88
991 2930 -39
991 3491 -92
991 10468 17
991 26292 -8
991 28006 -96
992 20175 -73
993 7658 -46
993 24000 25
993 26283 1
994 5256 55
994 6292 -29
994 23449 73
994 27835 -82
995 15723 -88
995 22464 64
995 28367 54
996 837 -58
996 4957 11
996 17246 65
997 2898 84
997 9970 70
997 16980 20
998 2317 -61
999 1861 -32
999 23465 15
1000 15645 93
1000 17317 27
1001 2305 -12
1002 928 -48
1002 20220 11
1003 220 20
1003 5344 92
1003 9260 31
1003 9683 -89
1003 10376 30
1003 24874 -41
1004 8959 61
1004 25339 -6
1005 14604 77
1005 19507 54
1006 16334 22
1007 22708 28
1007 25688 -62
1008 2724 -26
1008 7657 56
1008 12434 -84
1009 1442 -84
1010 382 -45
1010 11961 -82
1010 12581 -82
1010 20419 -73
1011 10861 11
1011 18134 6
1011 18831 -40
1012 1416 -19
1012 5342 88
1012 6559 -83
1012 11912 43
1012 17945 4
1012 25851 29
1013 8001 13
1013 15900 46
1013 21511 -23
1013 29563 21
1014 3533 -87
1014 3855 21
1014 4921 -91
1014 5769 25
1014 27543 33
1015 8581 2
1015 17319 -100
1015 29350 -45
1016 1046 -43
1016 7890 -50
1017 8401 -71
1017 16453 42
1017 27339 80
1018 2180 -19
1018 6204 99
1018 15098 30
1018 19606 -89
1018 22747 74
1018 28866 24
1019 15458 32
1020 7329 -11
1020 12025 82
1020 13648 -65
1020 17445 37
1020 23321 -29
1020 27068 -75
1021 970 67
1021 2070 -79
1021 5771 -81
1021 19444 76
1021 19588 18
1021 20419 53
1021 29463 61
1022 11521 -43
1022 18397 -61
1022 23578 -70
1022 24885 -97
1023 681 -43
1023 1097 44
1023 16004 91
1023 19384 7
1023 20992 99
1023 25767 -51
1023 28771 -2
1024 775 23
1024 18562 -20
1024 27581 63
1025 8152 -74
1025 12863 63
1025 20310 65
1026 6632 -76
1027 6381 21
1027 7617 95
1028 23149 52
1029 14620 -14
1029 25165 -72
1029 27698 100
1030 4326 -9
1030 9722 -59
1030 13880 43
1030 15461 61
1030 20066 -86
1030 22370 66
1030 28398 10
1031 476 62
1031 6331 69
1031 14582 -25
1031 16455 78
1031 25428 51
1031 29623 36
1032 4622 -39
1033 14869 74
1033 22074 66
1035 13379 -21
1035 20682 63
1035 22017 -52
1036 4884 -15
1036 8429 -85
1036 13183 -26
1037 13312 -78
1037 22411 -37
1037 25901 76
1038 17977 -82
1039 29686 -92
1040 10657 28
1041 3495 90
1041 15190 -88
1041 23278 -32
1041 27408 43
1042 1954 11
1042 8397 -98
1042 20721 15
1042 24465 96
1042 26889 4
1042 27560 -52
1042 28416 -61
1043 15225 -89
1044 9797 -49
1044 11854 -6
1044 20367 66
1045 6320 -20
1045 6429 15
1045 7359 -39
1045 7987 32
1045 8290 -40
1045 10217 60
1046 2074 40
1046 5400 91
1046 9674 71
1047 12136 18
1047 22976 86
1047 24836 -67
1048 9935 -77
1048 20051 -98
1048 25805 47
1048 27433 -37
1048 29712 11
1049 4839 -30
1049 18733 75
1050 10741 -84
1050 18665 -46
1051 4372 92
1052 7231 -68
1052 9206 47
1053 3832 -33
1053 26498 4
1054 3678 22
1054 9951 -7
1054 10889 18
1054 11336 6
1054 20119 80
1056 22238 26
1056 22376 44
1056 27849 -55
1057 3703 100
1057 7814 89
1057 28542 -86
1058 1231 -63
1058 16719 5
1058 21104 -15
1058 29916 -9
1059 5987 -65
1059 7134 -79
1059 18378 21
